latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.62329,-0.68359,PET POLYMERS LIMITED,,DN15 8RR,Total Exemption Small,Other plastic
53.60149,-0.64519,VACU-LUG TRACTION TYRES LIMITED,www.tyre-equipment.co.uk,DN15 8XE,Full accounts,"Rubber tyres, tubes, retreading"
53.65116,-1.78834,MINNOVATE LTD.,,HD1 5BZ,Not Available,Other plastic
53.95779,-2.01703,GOODYEAR DUNLOP TYRES UK LIMITED,www.goodyear.eu,BD23 2PQ,Group,"Rubber tyres, tubes, retreading"
54.50838,-1.31508,ROO ENTERPRISES LIMITED,,TS17 0FJ,Total Exemption Small,Other plastic
53.79868,-1.70488,DISTRUPOL LIMITED,www.distrupol.com,BD3 7AY,Full accounts,Plastics in primary forms
53.61798,-0.94779,D.T. INDUSTRIES LIMITED,www.dt-industries.com,DN8 5JU,Total Exemption Small,Other plastic
53.76347,-0.10638,RLA MODERNITY LIMITED,,HU12 9AX,Total Exemption Small,Other plastic
53.64119,-1.52649,ASH MOULDINGS UK LTD,www.ashmouldings.co.uk,WF4 3HT,Total Exemption Small,Other plastic
53.70846,-1.90597,DENROYD LIMITED,www.denroyd.co.uk,HX6 3LD,Total Exemption Small,Other plastic
53.5386,-1.12006,PLASTECH LIMITED,www.plastechtitan.co.uk,DN2 4LT,Total Exemption Small,Other plastic
53.67429,-1.69552,WALKER PLASTICS LIMITED,,WF14 8AT,Total Exemption Small,Other plastic
53.72384,-0.40985,MEDI-CLEAR LIMITED,www.medi-clear.com,HU4 7DY,Total Exemption Small,Plastic packing goods
53.51219,-1.05727,FUNSLINGER LTD,www.funslinger.tel,DN3 3QG,Total Exemption Small,Other plastic
54.30425,-2.19816,WEMMERGILL MOOR LIMITED,,DL8 3RA,Total Exemption Small,"Hunting, trapping, related activities"
53.75589,-0.33102,KWIKFRAMES LIMITED,www.kwikframes.co.uk,HU2 0QE,Total Exemption Small,Other plastic
54.23871,-0.41199,DURAWELD LIMITED,www.duraweld.co.uk,YO11 3UP,Total Exemption Small,Other plastic
54.30425,-2.19816,STAGS FELL LIMITED,,DL8 3RA,Total Exemption Small,"Hunting, trapping, related activities"
53.64119,-1.52649,TOP TREADS LIMITED,www.toptreads.co.uk,WF4 3HT,Total Exemption Small,"Rubber tyres, tubes, retreading"
54.33098,-0.47418,WHISPERDALES FARM LIMITED,,YO13 0DN,Total Exemption Small,"Hunting, trapping, related activities"
53.96534,-1.30647,PLASTIC ACCESS PANELS LTD,www.plastic-access-panels.co.uk,YO26 7QF,Total Exemption Small,Other plastic
53.74195,-0.36422,KINGSTON ORNATE PLASTER LIMITED,www.kingstonornateplaster.co.uk,HU3 2TR,Total Exemption Small,Other plastic
53.71478,-1.62745,GOBIO LIMITED,,WF17 5NH,Not Available,Other plastic
53.64917,-1.78758,CIMPOL LIMITED,,HD1 5JL,Total Exemption Small,Plastic packing goods
53.74495,-0.31875,KINGSTON PLASTICS LTD,,HU9 1LG,Total Exemption Small,Other plastic
54.24992,-1.2504,ZEMA LIMITED,,YO7 2DJ,Micro-entity accounts,Other plastic
54.5581,-1.2986,UNIQUE RESINS LIMITED,www.coatingcompany.co.uk,TS17 7AH,Total Exemption Small,Other plastic
54.26021,-1.11819,RIEVAULX SPORTING LIMITED,,YO62 5LB,Total Exemption Small,"Hunting, trapping, related activities"
54.59461,-1.33631,G AND G MOULDINGS LIMITED,,TS20 1UA,Micro-entity accounts,Other plastic
54.60768,-1.10286,APJ UPVC LTD,,TS10 5JU,Total Exemption Small,Other plastic
53.83679,-1.52959,KINPARS INDUSTRIAL PLASTICS LIMITED,www.kinpars.co.uk,LS17 6NW,Total Exemption Small,Other plastic
53.78819,-1.50793,BARKSTON PLASTICS (NEWCASTLE) LIMITED,,LS9 0DX,Total Exemption Small,Other plastic
53.78083,-1.74359,BRADFORD RUBBER SERVICES LIMITED,www.bradfordrubber.co.uk,BD4 7HG,Total Exemption Small,Other rubber
54.57651,-1.10056,DUPONT TEIJIN FILMS U.K. LIMITED,www.dupontteijinfilms.com,TS10 4RF,Full accounts,Plastic packing goods
54.52139,-1.29398,SABIC INNOVATIVE PLASTICS ABS UK LIMITED,www.sabic-ip.com,TS17 9LT,Full accounts,Plastics in primary forms
