latitude,longitude,name,url,postcode,Registered_accounts_type,subactivity
53.9564,-2.03709,GREENS OF SKIPTON LIMITED,www.greensofskipton.co.uk,BD23 1TX,Total Exemption Small,"Non-hazardous treatment, disposal"
53.99123,-0.49954,GWE BIOGAS LTD,www.gwebiogas.co.uk,YO25 9DR,Total Exemption Small,"Non-hazardous treatment, disposal"
53.83158,-1.05936,GREENSMAN LIMITED,www.greensmanltd.co.uk,YO19 6PT,Total Exemption Small,Hazardous waste collection
54.58134,-1.23983,DCE RECYCLE IT LTD,,TS2 1LP,Total Exemption Small,Non-hazardous waste collection
53.74337,-1.28505,INGS ENVIRONMENTAL LIMITED,www.ingsenvironmental.co.uk,WF11 9JA,Total Exemption Small,Non-hazardous waste collection
53.90317,-1.70643,LILI WASTE SERVICES LTD,,LS21 3JP,Total Exemption Small,Non-hazardous waste collection
53.76332,-0.33114,GREENLINE RECYCLING SOLUTIONS LIMITED,www.mytumwaste.com,HU8 8DN,Total Exemption Small,"Non-hazardous treatment, disposal"
54.53639,-1.53344,C HERRIOTT AND SONS SKIP HIRE NORTH EAST LTD,,DL1 2LE,Not Available,Non-hazardous waste collection
53.74643,-1.86407,ACE RECYCLE LIMITED,,HX3 6UF,Total Exemption Small,"Non-hazardous treatment, disposal"
54.11479,-1.1812,WHITKIRK WASTE SOLUTIONS LIMITED,www.whitkirkwaste.co.uk,YO61 3ET,Total Exemption Small,"Non-hazardous treatment, disposal"
53.85314,-1.53175,TSK ENGINEERS UK LTD,,LS17 8DT,Not Available,"Non-hazardous treatment, disposal"
53.70908,-1.22542,TRADEBE SOLVENT RECYCLING LIMITED,www.tradebe.com,WF11 8DZ,Full accounts,"Hazardous treatment, disposal"
53.80804,-1.53946,ASE GENERAL CLEANING LTD COMPANY LIMITED,,LS7 1SH,Not Available,Non-hazardous waste collection
53.81241,-1.58826,NEW AGE PLUMBING & HEATING SOLUTIONS LTD,,LS4 2SP,Not Available,"Hazardous treatment, disposal"
53.74238,-1.88554,CREST HYGIENE SERVICES LIMITED,www.cresthygieneservices.co.uk,HX2 8DB,Total Exemption Small,Non-hazardous waste collection
53.943023,-1.10478,KIER INTEGRATED SERVICES LIMITED,www.maygurney.co.uk,YO24 1GS,Full accounts,Non-hazardous waste collection
53.68967,-1.69585,A.M.B ENVIRONMENTAL SERVICES LTD,www.ambenvironmental.co.uk,WF14 0NF,Total Exemption Small,Non-hazardous waste collection
53.94468,-2.045519,ATTERO LTD,www.medicalwastecollection.co.uk,BD23 3ET,Total Exemption Small,Hazardous waste collection
53.76518,-1.60946,FLAPPIT TIPPING AND RECYCLING LIMITED,,LS27 7NA,Total Exemption Small,"Non-hazardous treatment, disposal"
54.56326,-1.31667,WATERMAN WASTE MANAGEMENT LIMITED,www.stocktonbusinesscentre.org,TS18 1DW,Total Exemption Small,Hazardous waste collection
54.64588,-1.20103,NIRAMAX RUBBER PRODUCTS LIMITED,,TS25 2BQ,Not Available,"Non-hazardous treatment, disposal"
53.86667,-0.67657,MARKET WEIGHTON METALS LIMITED,,YO43 3GA,Total Exemption Small,Non-hazardous waste collection
53.7788,-0.24726,GREAT NORTHERN  CLEANING LTD,,HU11 4AA,Total Exemption Small,Non-hazardous waste collection
53.78595,-1.74396,WASTE SOLUTIONS (BRADFORD) LIMITED,,BD4 7DE,Total Exemption Small,Non-hazardous waste collection
53.80089,-1.57865,FORGE RECYCLING (UK) LIMITED,www.forgerecycling.co.uk,LS12 2PY,Total Exemption Small,Non-hazardous waste collection
54.5085,-1.3109,CLEAR IT! (TEESSIDE) LTD,,TS17 0QN,Not Available,Non-hazardous waste collection
53.59875,-1.0302,CARLS RECYCLING SERVICES LTD,,DN7 5RL,Micro-entity accounts,Non-hazardous waste collection
53.80244,-1.53067,METAL & WASTE RECYCLING LIMITED,www.metalandwaste.com,LS9 7DR,Full accounts,Non-hazardous waste collection
53.93188,-0.5622,LEWIS RILEY & SON LIMITED,,YO25 9UB,Not Available,Non-hazardous waste collection
53.61983,-0.20677,S.A.R. RECYCLING LTD,www.sarrecycle.com,DN40 2LF,,Non-hazardous waste collection
53.79326,-1.25824,MYTUM & SELBY WASTE RECYCLING LIMITED,www.mytumwasterecycling.com,LS25 6AT,Total Exemption Small,Non-hazardous waste collection
53.67597,-1.94442,ACE RECYCLE LIMITED,,HX6 4AZ,Total Exemption Small,"Non-hazardous treatment, disposal"
53.939979,-0.806303,MARKET WEIGHTON METALS LIMITED,,YO4 5HP,Total Exemption Small,Non-hazardous waste collection
53.79326,-1.25824,ONE CALL WASTE LTD,,LS25 6AT,Total Exemption Small,Non-hazardous waste collection
53.53509,-0.04616,CLEE METALS LIMITED,www.cleemetals.co.uk,DN36 4AW,Total Exemption Small,"Non-hazardous treatment, disposal"
53.76601,-0.32366,WHITES SKIP HIRE & RECYCLING LIMITED,,HU8 8EQ,Total Exemption Small,Non-hazardous waste collection
54.52176,-1.50909,TOTAL RECYCLING SERVICES LIMITED,www.totalrecyclingservices.co.uk,DL1 4PZ,Full accounts,Non-hazardous waste collection
54.49,-0.63316,STAY CLEAN (WHITBY) LTD,,YO21 3NU,Total Exemption Small,Non-hazardous waste collection
53.78778,-1.7224,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,BD4 8UF,Full accounts,Non-hazardous waste collection
53.59413,-1.68955,D S COOPER LIMITED,,HD8 8LT,Total Exemption Small,"Non-hazardous treatment, disposal"
53.52725,-1.15403,C.H.MIDDLETON LIMITED,www.rudsdale.co.uk,DN5 8BW,Total Exemption Small,Non-hazardous waste collection
53.70963,-1.84742,BW RECYCLING LTD,www.bwrecycling.co.uk,HX3 9JR,Total Exemption Small,Non-hazardous waste collection
53.70829,-1.85407,AVA WASTE MANAGEMENT GROUP LIMITED,www.avawastemanagement.co.uk,HX3 0PY,Not Available,Non-hazardous waste collection
54.55039,-1.046219,BIFFA WASTE SERVICES LIMITED,www.r3mc.co.uk,TS14 6RG,Full accounts,Non-hazardous waste collection
54.56109,-1.30608,SCOTT BROS. ENTERPRISES LIMITED,,TS17 6QP,Small company,Non-hazardous waste collection
54.58742,-1.25479,CHEMSEAL SOLUTIONS LTD,www.chemseal.co.uk,TS2 1RP,Total Exemption Small,Hazardous waste collection
